none so far,none so far,"['none', 'so', 'far']","['none', 'far']",['none'],none
health insurance to cover medical bills,health insurance to cover medical bill,"['health', 'insurance', 'to', 'cover', 'medical', 'bill']","['health', 'cover', 'medical', 'bill']","['medical', 'health', 'cover', 'bill']",medical health cover bill
when visiting the doctor,when visit the doctor,"['when', 'visit', 'the', 'doctor']","['visit', 'doctor']","['visit', 'doctor']",visit doctor
going to a hospital with fees waived off,go to a hospital with fee waive off,"['go', 'to', 'a', 'hospital', 'with', 'fee', 'waive', 'off']","['go', 'hospital', 'fee', 'waive']","['hospital', 'fee', 'waive']",hospital fee waive
claiming lost and damaged items while travelling ,claim lose and damage item while travel,"['claim', 'lose', 'and', 'damage', 'item', 'while', 'travel']","['claim', 'lose', 'damage', 'item', 'travel']","['lose', 'claim', 'damage', 'item', 'travel']",lose claim damage item travel
"i was previously down with appendicitis and had to stay in the hospital for surgery. thanks to the health insurance that my parents bought for me, i was able to stay in a single bed ward and was able to request for a consultant (doctor) to perform the surgery. the overall expenses incurred were all claimable from the insurance package that my parents bought. if not for the insurance, i would not have a comfortable stay at the hospital and my parents have to worry about the financial costs of the surgery. ","i be previously down with appendicitis and have to stay in the hospital for surgery . thank to the health insurance that  parent buy for  , i be able to stay in a single bed ward and be able to request for a consultant ( doctor ) to perform the surgery . the overall expense incur be all claimable from the insurance package that  parent buy . if not for the insurance , i would not have a comfortable stay at the hospital and  parent have to worry about the financial cost of the surgery .","['i', 'be', 'previously', 'down', 'with', 'appendicitis', 'and', 'have', 'to', 'stay', 'in', 'the', 'hospital', 'for', 'surgery', 'thank', 'to', 'the', 'health', 'insurance', 'that', 'parent', 'buy', 'for', 'i', 'be', 'able', 'to', 'stay', 'in', 'a', 'single', 'bed', 'ward', 'and', 'be', 'able', 'to', 'request', 'for', 'a', 'consultant', 'doctor', 'to', 'perform', 'the', 'surgery', 'the', 'overall', 'expense', 'incur', 'be', 'all', 'claimable', 'from', 'the', 'insurance', 'package', 'that', 'parent', 'buy', 'if', 'not', 'for', 'the', 'insurance', 'i', 'would', 'not', 'have', 'a', 'comfortable', 'stay', 'at', 'the', 'hospital', 'and', 'parent', 'have', 'to', 'worry', 'about', 'the', 'financial', 'cost', 'of', 'the', 'surgery']","['previously', 'appendicitis', 'stay', 'hospital', 'surgery', 'thank', 'health', 'parent', 'buy', 'able', 'stay', 'single', 'bed', 'ward', 'able', 'request', 'consultant', 'doctor', 'perform', 'surgery', 'overall', 'expense', 'incur', 'claimable', 'package', 'parent', 'buy', 'would', 'comfortable', 'stay', 'hospital', 'parent', 'worry', 'financial', 'cost', 'surgery']","['stay', 'able', 'single', 'able', 'overall', 'claimable', 'stay', 'hospital', 'financial', 'hospital', 'surgery', 'thank', 'health', 'parent', 'buy', 'stay', 'bed', 'ward', 'request', 'consultant', 'doctor', 'perform', 'surgery', 'expense', 'incur', 'package', 'parent', 'buy', 'parent', 'cost', 'surgery']",stay able single able overall claimable stay hospital financial hospital surgery thank health parent buy stay bed ward request consultant doctor perform surgery expense incur package parent buy parent cost surgery
accident ,accident,['accident'],['accident'],['accident'],accident
travel insurance ,travel insurance,"['travel', 'insurance']",['travel'],['travel'],travel
hitting someone or their cars on the road,hit someone or  car on the road,"['hit', 'someone', 'or', 'car', 'on', 'the', 'road']","['hit', 'someone', 'car', 'road']","['someone', 'car', 'road']",someone car road
"it was  years ago when my family went to australia for holiday. we rented a vehicle for us to move between places. i remember the incident occurs in the evening time where the visibility was not as good as compared to the daytime. while we were driving to our destination, our vehicle knocks onto a kangaroo which resulted in some dent and cracks at the front of the vehicle. luckily we bought insurance beforehand and this benefited us as we do not have to fork out thousands of dollars. "," be   year ago when  family go to australia for holiday .  rent a vehicle for  to move between place . i remember the incident occur in the evening time where the visibility be not as good as compare to the daytime . while  be drive to  destination ,  vehicle knock onto a kangaroo which result in some dent and crack at the front of the vehicle . luckily  buy insurance beforehand and this benefit  as  do not have to fork out thousand of dollar .","['be', 'year', 'ago', 'when', 'family', 'go', 'to', 'australia', 'for', 'holiday', 'rent', 'a', 'vehicle', 'for', 'to', 'move', 'between', 'place', 'i', 'remember', 'the', 'incident', 'occur', 'in', 'the', 'evening', 'time', 'where', 'the', 'visibility', 'be', 'not', 'as', 'good', 'as', 'compare', 'to', 'the', 'daytime', 'while', 'be', 'drive', 'to', 'destination', 'vehicle', 'knock', 'onto', 'a', 'kangaroo', 'which', 'result', 'in', 'some', 'dent', 'and', 'crack', 'at', 'the', 'front', 'of', 'the', 'vehicle', 'luckily', 'buy', 'insurance', 'beforehand', 'and', 'this', 'benefit', 'as', 'do', 'not', 'have', 'to', 'fork', 'out', 'thousand', 'of', 'dollar']","['ago', 'family', 'go', 'australia', 'holiday', 'rent', 'vehicle', 'move', 'place', 'remember', 'incident', 'occur', 'evening', 'time', 'visibility', 'good', 'compare', 'daytime', 'drive', 'destination', 'vehicle', 'knock', 'onto', 'kangaroo', 'result', 'dent', 'crack', 'front', 'vehicle', 'luckily', 'buy', 'beforehand', 'benefit', 'fork', 'thousand', 'dollar']","['holiday', 'incident', 'good', 'daytime', 'drive', 'kangaroo', 'family', 'rent', 'vehicle', 'move', 'place', 'time', 'visibility', 'compare', 'destination', 'vehicle', 'knock', 'result', 'dent', 'crack', 'front', 'vehicle', 'beforehand', 'benefit', 'fork', 'dollar']",holiday incident good daytime drive kangaroo family rent vehicle move place time visibility compare destination vehicle knock result dent crack front vehicle beforehand benefit fork dollar
so far i haven't claim anything from my insurance company yet but i guess knowing that i'm insured for whatever that may happen to me in the future had helped me to pursue my interest and hobbies. ,so far i have not claim anything from  insurance company yet but i guess know that  be insure for whatever that may happen to  in the future have help  to pursue  interest and hobby .,"['so', 'far', 'i', 'have', 'not', 'claim', 'anything', 'from', 'insurance', 'company', 'yet', 'but', 'i', 'guess', 'know', 'that', 'be', 'insure', 'for', 'whatever', 'that', 'may', 'happen', 'to', 'in', 'the', 'future', 'have', 'help', 'to', 'pursue', 'interest', 'and', 'hobby']","['far', 'claim', 'anything', 'company', 'yet', 'guess', 'know', 'insure', 'whatever', 'may', 'happen', 'future', 'help', 'pursue', 'interest', 'hobby']","['know', 'claim', 'anything', 'company', 'guess', 'insure', 'future', 'help', 'interest', 'hobby']",know claim anything company guess insure future help interest hobby
"since young, my parent bought for me a saving plan which they have to give a monthly payment for around or  years but i cannot remember the exact years. at the end of the saving plan, i am able to received a lump sum of money. this lump sum of money will be used to pay off my university loan when i graduate.","since young ,  parent buy for  a saving plan which  have to give a monthly payment for around or   year but i can not remember the exact year . at the end of the saving plan , i be able to receive a lump sum of money . this lump sum of money will be use to pay off  university loan when i graduate .","['since', 'young', 'parent', 'buy', 'for', 'a', 'saving', 'plan', 'which', 'have', 'to', 'give', 'a', 'monthly', 'payment', 'for', 'around', 'or', 'year', 'but', 'i', 'can', 'not', 'remember', 'the', 'exact', 'year', 'at', 'the', 'end', 'of', 'the', 'saving', 'plan', 'i', 'be', 'able', 'to', 'receive', 'a', 'lump', 'sum', 'of', 'money', 'this', 'lump', 'sum', 'of', 'money', 'will', 'be', 'use', 'to', 'pay', 'off', 'university', 'loan', 'when', 'i', 'graduate']","['since', 'young', 'parent', 'buy', 'saving', 'give', 'monthly', 'payment', 'around', 'remember', 'exact', 'end', 'saving', 'able', 'receive', 'lump', 'sum', 'money', 'lump', 'sum', 'money', 'use', 'pay', 'university', 'loan', 'graduate']","['young', 'give', 'monthly', 'exact', 'able', 'receive', 'parent', 'payment', 'remember', 'end', 'lump', 'sum', 'money', 'lump', 'sum', 'money', 'use', 'pay', 'university', 'loan', 'graduate']",young give monthly exact able receive parent payment remember end lump sum money lump sum money use pay university loan graduate
a situation where it is not expected such as natural disaster or pandemic outbreak. ,a situation where  be not expect such as natural disaster or pandemic outbreak .,"['a', 'situation', 'where', 'be', 'not', 'expect', 'such', 'as', 'natural', 'disaster', 'or', 'pandemic', 'outbreak']","['situation', 'expect', 'natural', 'disaster', 'pandemic', 'outbreak']","['natural', 'pandemic', 'situation', 'disaster', 'outbreak']",natural pandemic situation disaster outbreak
buying a savings plan in the early  really help me in my financial. the sum i will be getting will help me to reduce my children monthly expense such as tuition fee in the future.,buy a saving plan in the early   really help  in  financial . the sum i will be get will help  to reduce  child monthly expense such as tuition fee in the future .,"['buy', 'a', 'saving', 'plan', 'in', 'the', 'early', 'really', 'help', 'in', 'financial', 'the', 'sum', 'i', 'will', 'be', 'get', 'will', 'help', 'to', 'reduce', 'child', 'monthly', 'expense', 'such', 'as', 'tuition', 'fee', 'in', 'the', 'future']","['buy', 'saving', 'early', 'really', 'help', 'financial', 'sum', 'get', 'help', 'reduce', 'child', 'monthly', 'expense', 'tuition', 'fee', 'future']","['early', 'financial', 'monthly', 'sum', 'help', 'expense', 'tuition', 'fee', 'future']",early financial monthly sum help expense tuition fee future
sudden flight cancellation due to pandemic,sudden flight cancellation due to pandemic,"['sudden', 'flight', 'cancellation', 'due', 'to', 'pandemic']","['sudden', 'flight', 'cancellation', 'due', 'pandemic']","['sudden', 'due', 'flight', 'cancellation', 'pandemic']",sudden due flight cancellation pandemic
"if i suddenly get diagnosed with cancer, can help me for my surgery fees","if i suddenly get diagnose with cancer , can help  for  surgery fee","['if', 'i', 'suddenly', 'get', 'diagnose', 'with', 'cancer', 'can', 'help', 'for', 'surgery', 'fee']","['suddenly', 'get', 'diagnose', 'cancer', 'help', 'surgery', 'fee']","['diagnose', 'cancer', 'help', 'surgery', 'fee']",diagnose cancer help surgery fee
maybe when i go online shopping but my goods do not arrive ,maybe when i go online shopping but  good do not arrive,"['maybe', 'when', 'i', 'go', 'online', 'shopping', 'but', 'good', 'do', 'not', 'arrive']","['maybe', 'go', 'online', 'shopping', 'good', 'arrive']","['online', 'good', 'shopping', 'arrive']",online good shopping arrive
"when a pandemic like covid- strikes again, it would be really useful if i were to lose my job","when a pandemic like covid- strike again ,  would be really useful if i be to lose  job","['when', 'a', 'pandemic', 'like', 'covid', 'strike', 'again', 'would', 'be', 'really', 'useful', 'if', 'i', 'be', 'to', 'lose', 'job']","['pandemic', 'like', 'covid', 'strike', 'would', 'really', 'useful', 'lose', 'job']","['useful', 'lose', 'pandemic', 'covid', 'strike', 'job']",useful lose pandemic covid strike job
fraud for bank transactions,fraud for bank transaction,"['fraud', 'for', 'bank', 'transaction']","['fraud', 'bank', 'transaction']","['fraud', 'bank', 'transaction']",fraud bank transaction
it would be useful if my bank account were to get hacked, would be useful if  bank account be to get hack,"['would', 'be', 'useful', 'if', 'bank', 'account', 'be', 'to', 'get', 'hack']","['would', 'useful', 'bank', 'account', 'get', 'hack']","['useful', 'bank', 'account', 'hack']",useful bank account hack
covid situation that is happening now,covid situation that be happen now,"['covid', 'situation', 'that', 'be', 'happen', 'now']","['covid', 'situation', 'happen']","['covid', 'situation']",covid situation
accidents,accident,['accident'],['accident'],['accident'],accident
pickpocket,pickpocket,['pickpocket'],['pickpocket'],['pickpocket'],pickpocket
if i lose an asset that is expensive eg. gold,if i lose an asset that be expensive eg . gold,"['if', 'i', 'lose', 'an', 'asset', 'that', 'be', 'expensive', 'eg', 'gold']","['lose', 'asset', 'expensive', 'eg', 'gold']","['lose', 'expensive', 'asset', 'gold']",lose expensive asset gold
covid,covid,['covid'],['covid'],['covid'],covid
definitely a pandemic. many people lose their jobs in this difficult time,definitely a pandemic . many people lose  job in this difficult time,"['definitely', 'a', 'pandemic', 'many', 'people', 'lose', 'job', 'in', 'this', 'difficult', 'time']","['definitely', 'pandemic', 'many', 'people', 'lose', 'job', 'difficult', 'time']","['pandemic', 'many', 'difficult', 'people', 'job', 'time']",pandemic many difficult people job time
"in this cyberworld, frauds might be a problem.","in this cyberworld , fraud may be a problem .","['in', 'this', 'cyberworld', 'fraud', 'may', 'be', 'a', 'problem']","['cyberworld', 'fraud', 'may', 'problem']","['cyberworld', 'fraud', 'problem']",cyberworld fraud problem
"when covid subsides and the borders are open, it might be useful","when covid subside and the border be open ,  may be useful","['when', 'covid', 'subside', 'and', 'the', 'border', 'be', 'open', 'may', 'be', 'useful']","['covid', 'subside', 'border', 'open', 'may', 'useful']","['covid', 'open', 'subside', 'border']",covid open subside border
covid,covid,['covid'],['covid'],['covid'],covid
being scammed,be scamme,"['be', 'scamme']",['scamme'],['scamme'],scamme
covid- ,covid-,['covid'],['covid'],['covid'],covid
investment ,investment,['investment'],['investment'],['investment'],investment
losing my card,lose  card,"['lose', 'card']","['lose', 'card']",['card'],card
"if my wifi gets disrupted, i can claim the money used for g","if  wifi get disrupt , i can claim the money use for g","['if', 'wifi', 'get', 'disrupt', 'i', 'can', 'claim', 'the', 'money', 'use', 'for', 'g']","['wifi', 'get', 'disrupt', 'claim', 'money', 'use', 'g']","['disrupt', 'wifi', 'claim', 'money', 'use', 'g']",disrupt wifi claim money use g
"when i go travelling, then all my plans are disrupted because of pandemic","when i go travel , then all  plan be disrupt because of pandemic","['when', 'i', 'go', 'travel', 'then', 'all', 'plan', 'be', 'disrupt', 'because', 'of', 'pandemic']","['go', 'travel', 'disrupt', 'pandemic']","['pandemic', 'travel']",pandemic travel
"if i have bought all my overseas tickets including flights, then everything gets cancelled because of pandemic or natural disasters.","if i have buy all  overseas ticket include flight , then everything get cancel because of pandemic or natural disaster .","['if', 'i', 'have', 'buy', 'all', 'overseas', 'ticket', 'include', 'flight', 'then', 'everything', 'get', 'cancel', 'because', 'of', 'pandemic', 'or', 'natural', 'disaster']","['buy', 'overseas', 'ticket', 'include', 'flight', 'everything', 'get', 'cancel', 'pandemic', 'natural', 'disaster']","['overseas', 'cancel', 'pandemic', 'natural', 'ticket', 'flight', 'everything', 'disaster']",overseas cancel pandemic natural ticket flight everything disaster
e-commerce shopping fraud,e - commerce shopping fraud,"['e', 'commerce', 'shopping', 'fraud']","['e', 'commerce', 'shopping', 'fraud']","['e', 'commerce', 'shopping', 'fraud']",e commerce shopping fraud
if i lose my job because of pandemic,if i lose  job because of pandemic,"['if', 'i', 'lose', 'job', 'because', 'of', 'pandemic']","['lose', 'job', 'pandemic']","['lose', 'job', 'pandemic']",lose job pandemic
"when travelling overseas, if trips got cancelled due to unforeseen events, can claim from insurance","when travel overseas , if trip get cancel due to unforeseen event , can claim from insurance","['when', 'travel', 'overseas', 'if', 'trip', 'get', 'cancel', 'due', 'to', 'unforeseen', 'event', 'can', 'claim', 'from', 'insurance']","['travel', 'overseas', 'trip', 'get', 'cancel', 'due', 'unforeseen', 'event', 'claim']","['due', 'unforeseen', 'travel', 'trip', 'cancel', 'event', 'claim']",due unforeseen travel trip cancel event claim
can claim medical fees when seeing doctor,can claim medical fee when see doctor,"['can', 'claim', 'medical', 'fee', 'when', 'see', 'doctor']","['claim', 'medical', 'fee', 'see', 'doctor']","['medical', 'claim', 'fee', 'see', 'doctor']",medical claim fee see doctor
fraudulent bank transactionstelco outages,fraudulent bank transactionstelco outage,"['fraudulent', 'bank', 'transactionstelco', 'outage']","['fraudulent', 'bank', 'transactionstelco', 'outage']","['fraudulent', 'bank', 'transactionstelco', 'outage']",fraudulent bank transactionstelco outage
when a pandemic like covid strikes again,when a pandemic like covid strike again,"['when', 'a', 'pandemic', 'like', 'covid', 'strike', 'again']","['pandemic', 'like', 'covid', 'strike']","['pandemic', 'covid', 'strike']",pandemic covid strike
public transport breakdowns,public transport breakdown,"['public', 'transport', 'breakdown']","['public', 'transport', 'breakdown']","['public', 'transport', 'breakdown']",public transport breakdown
mrt break down ,mrt break down,"['mrt', 'break', 'down']","['mrt', 'break']","['mrt', 'break']",mrt break
in times of a pandemic,in time of a pandemic,"['in', 'time', 'of', 'a', 'pandemic']","['time', 'pandemic']","['pandemic', 'time']",pandemic time
"lost my passport and wallet overseas, travel insurance would have helped loads","lose  passport and wallet overseas , travel insurance would have help load","['lose', 'passport', 'and', 'wallet', 'overseas', 'travel', 'insurance', 'would', 'have', 'help', 'load']","['lose', 'passport', 'wallet', 'overseas', 'travel', 'would', 'help', 'load']","['lose', 'overseas', 'passport', 'wallet', 'travel']",lose overseas passport wallet travel
i fell and broke my arm and medical insurance would have helped lots,i fall and break  arm and medical insurance would have help lot,"['i', 'fall', 'and', 'break', 'arm', 'and', 'medical', 'insurance', 'would', 'have', 'help', 'lot']","['fall', 'break', 'arm', 'medical', 'would', 'help', 'lot']","['medical', 'fall', 'break', 'arm', 'lot']",medical fall break arm lot
innvestment insurance,innvestment insurance,"['innvestment', 'insurance']",['innvestment'],['innvestment'],innvestment
data breach insurance,datum breach insurance,"['datum', 'breach', 'insurance']","['datum', 'breach']","['datum', 'breach']",datum breach
public transport insurance,public transport insurance,"['public', 'transport', 'insurance']","['public', 'transport']","['public', 'transport']",public transport
bite sized insurance,bite sized insurance,"['bite', 'sized', 'insurance']","['bite', 'sized']",[],
insurance to cover fraud,insurance to cover fraud,"['insurance', 'to', 'cover', 'fraud']","['cover', 'fraud']","['cover', 'fraud']",cover fraud
"got into a car accident recently, and luckily i was covered by my insurance","get into a car accident recently , and luckily i be cover by  insurance","['get', 'into', 'a', 'car', 'accident', 'recently', 'and', 'luckily', 'i', 'be', 'cover', 'by', 'insurance']","['get', 'car', 'accident', 'recently', 'luckily', 'cover']","['car', 'accident']",car accident
caught in a big accident that cripples me,catch in a big accident that cripple ,"['catch', 'in', 'a', 'big', 'accident', 'that', 'cripple']","['catch', 'big', 'accident', 'cripple']","['big', 'catch', 'accident', 'cripple']",big catch accident cripple
"if an accident crippled me, insurance would help me pay my bills","if an accident cripple  , insurance would help  pay  bill","['if', 'an', 'accident', 'cripple', 'insurance', 'would', 'help', 'pay', 'bill']","['accident', 'cripple', 'would', 'help', 'pay', 'bill']","['accident', 'cripple', 'bill']",accident cripple bill
"i lost my gucci wallet while overseas along with my hermes handbag, without travel insurance, my parents would have killed me","i lose  gucci wallet while overseas along with  hermes handbag , without travel insurance ,  parent would have kill ","['i', 'lose', 'gucci', 'wallet', 'while', 'overseas', 'along', 'with', 'hermes', 'handbag', 'without', 'travel', 'insurance', 'parent', 'would', 'have', 'kill']","['lose', 'gucci', 'wallet', 'overseas', 'along', 'hermes', 'handbag', 'without', 'travel', 'parent', 'would', 'kill']","['lose', 'travel', 'gucci', 'parent']",lose travel gucci parent
getting into a car accident would help cover my costs,get into a car accident would help cover  cost,"['get', 'into', 'a', 'car', 'accident', 'would', 'help', 'cover', 'cost']","['get', 'car', 'accident', 'would', 'help', 'cover', 'cost']","['car', 'accident', 'cost']",car accident cost
"pandemic like covid-, can cover for my hospitalization and swab test fees","pandemic like covid- , can cover for  hospitalization and swab test fee","['pandemic', 'like', 'covid', 'can', 'cover', 'for', 'hospitalization', 'and', 'swab', 'test', 'fee']","['pandemic', 'like', 'covid', 'cover', 'hospitalization', 'swab', 'test', 'fee']","['swab', 'pandemic', 'covid', 'cover', 'hospitalization', 'test', 'fee']",swab pandemic covid cover hospitalization test fee
