feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,labels
0.575346361,-0.317713208,-1.177096305,-0.43827843,-0.245352358,-0.409269508,-0.304531366,3,1,0,0,0,0,2,6,3,0
0.857935798,-0.595875237,-0.936986447,0.960035877,-0.245352358,1.308913191,1.318040847,4,1,2,0,1,0,0,8,0,0
1.70570411,0.985665332,1.704221994,-0.376303281,-0.566949936,-0.409269508,-0.304531366,5,1,1,0,1,0,2,8,3,0
1.046328756,0.158627123,0.503672703,0.921301409,0.07624522,-0.409269508,-0.304531366,1,1,1,0,0,0,2,6,3,0
-0.931797305,-0.244853538,-0.57682166,-0.721040049,0.397842799,-0.409269508,-0.304531366,9,2,2,0,0,0,0,1,3,0
0.386953402,6.077422891,0.503672703,2.373843972,0.719440377,-0.409269508,-0.304531366,2,1,2,0,1,0,0,9,3,1
0.292756923,1.010923351,1.824276923,-0.926332731,3.292221004,-0.409269508,-0.304531366,0,2,1,0,0,1,0,5,3,0
-0.931797305,-0.278530897,0.623727632,-0.546734942,0.07624522,-0.409269508,-0.304531366,9,1,1,0,1,0,2,8,3,0
-1.025993784,0.426103067,-0.096601943,2.129816821,0.07624522,-0.409269508,-0.304531366,2,1,0,0,1,0,0,5,3,1
-2.062155054,0.14016934,0.86383749,-0.519620814,-0.566949936,0.655802809,0.236326038,8,2,1,0,0,0,0,6,0,0
-0.084028993,0.948102125,-1.657316022,-0.143896471,-0.566949936,-0.409269508,-0.304531366,9,1,1,0,0,0,0,6,3,0
1.234721714,2.854434912,-0.696876589,1.165328559,-0.566949936,0.304127987,0.777183443,9,1,1,0,0,0,0,1,1,1
-1.402779701,0.20460967,1.584167065,-0.434404983,-0.566949936,-0.409269508,-0.304531366,9,2,1,0,0,0,0,4,3,1
1.328918193,-0.276264152,0.383617773,-0.763647964,0.397842799,-0.409269508,-0.304531366,9,1,1,0,1,1,2,8,3,0
1.046328756,-0.382477359,0.743782561,-0.651318006,-0.245352358,-0.409269508,-0.304531366,4,1,1,0,0,0,0,1,3,0
-0.46081491,-0.135078302,1.464112136,-0.701672815,-0.566949936,0.605563548,0.236326038,0,1,1,0,1,0,0,8,0,0
0.010167486,0.532963916,-0.216656872,-0.690052475,0.07624522,-0.409269508,-0.304531366,4,1,2,0,1,0,0,5,3,0
0.104363965,-0.198870991,-0.216656872,-0.721040049,0.397842799,1.208434671,1.318040847,0,1,3,0,0,0,0,10,0,0
-1.402779701,-0.389925237,0.023452986,-0.678432134,-0.245352358,-0.409269508,-0.304531366,6,2,1,0,1,0,0,5,3,0
-0.837600826,0.07572901,-1.057041376,1.42097605,-0.566949936,-0.409269508,-0.304531366,0,1,1,0,0,1,0,5,3,1
0.952132277,0.801087502,-0.096601943,-0.244606089,-0.245352358,1.761066533,0.236326038,1,1,0,0,0,0,0,7,1,0
0.575346361,-0.443679482,0.503672703,-0.802382433,-0.245352358,-0.409269508,-0.304531366,7,1,1,0,0,1,2,6,3,0
-0.743404347,0.971093398,0.623727632,0.677274258,0.07624522,-0.409269508,-0.304531366,9,0,1,0,1,0,2,8,3,0
-1.308583221,-0.418421463,-0.816931518,2.195665417,-0.566949936,-0.409269508,-0.304531366,6,2,1,0,1,0,2,8,3,0
-0.46081491,1.105802833,-1.177096305,-0.031566513,-0.566949936,-0.409269508,-0.304531366,0,1,1,0,0,1,2,6,3,0
1.046328756,-0.261692218,0.143507915,-0.275593663,-0.566949936,-0.409269508,-0.304531366,9,1,3,0,0,0,2,6,3,0
-0.931797305,-0.317065567,-0.336711801,0.301549915,-0.245352358,-0.409269508,-0.304531366,9,2,1,0,0,0,0,1,3,0
-0.36661843,-0.299903067,-0.216656872,-0.469266005,-0.566949936,0.625659253,2.399755656,8,2,3,0,0,0,0,1,2,1
-0.837600826,8.963313464,0.623727632,1.180822347,-0.245352358,-0.409269508,-0.304531366,1,1,0,0,1,1,2,8,3,0
-1.025993784,-0.066428302,0.263562844,0.413879873,-0.245352358,-0.409269508,-0.304531366,1,2,1,0,1,0,0,8,3,0
-0.178225472,-0.466994577,1.224002277,-0.198124727,-0.245352358,-0.409269508,-0.304531366,9,1,1,0,1,0,2,8,3,0
-1.120190263,-0.392515803,1.103947348,-0.066427534,-0.245352358,-0.409269508,-0.304531366,2,2,1,0,1,0,0,5,3,0
-0.931797305,-0.397049293,0.023452986,1.618521839,-0.566949936,-0.409269508,-0.304531366,6,2,2,0,1,0,2,8,3,1
1.234721714,-0.270759199,-1.777370951,-0.314328132,-0.245352358,-0.409269508,-0.304531366,4,1,2,0,0,0,0,6,3,1
0.198560444,0.325070991,0.503672703,0.224080978,-0.245352358,2.253411283,0.777183443,1,1,1,0,0,0,0,0,0,0
0.763739319,-0.421983492,-0.336711801,0.042028977,0.397842799,-0.409269508,-0.304531366,1,1,0,0,0,1,0,1,3,0
-1.49697618,-0.061894812,0.983892419,-0.492506686,-0.245352358,0.555324288,2.399755656,6,2,3,0,0,0,0,8,0,0
-0.931797305,-0.428783728,-0.696876589,-0.856610688,-0.566949936,-0.409269508,-0.304531366,7,1,0,0,0,0,0,5,3,0
0.66954284,0.096777359,-1.537261093,-0.446025324,-0.566949936,-0.409269508,-0.304531366,4,0,2,0,1,0,2,6,3,0
-0.837600826,-0.643153068,-0.57682166,-0.713293156,-0.566949936,-0.409269508,-0.304531366,6,2,1,0,1,0,0,8,3,0
-0.931797305,-0.443679482,-1.297151234,-0.446025324,-0.566949936,-0.409269508,-0.304531366,1,1,1,0,1,0,2,8,3,0
0.104363965,-0.443679482,1.584167065,-0.682305581,2.970623426,-0.409269508,-0.304531366,9,1,1,0,0,0,0,1,3,0
0.104363965,-0.394782548,-1.297151234,-0.12065579,0.07624522,-0.409269508,-0.304531366,0,2,1,0,1,0,1,8,3,0
-1.214386742,-0.295369576,-0.336711801,-0.926332731,2.649025847,-0.409269508,-0.304531366,7,1,1,0,1,0,0,8,3,0
-0.178225472,-0.310912973,0.383617773,0.030408637,0.397842799,-0.409269508,-0.304531366,7,2,2,0,0,0,2,6,3,0
-0.36661843,1.415699296,1.704221994,1.277658517,-0.566949936,-0.409269508,-0.304531366,1,2,1,0,1,1,0,4,3,0
-0.649207868,-0.443679482,-1.417206163,-0.701672815,-0.566949936,-0.409269508,-0.304531366,3,1,0,0,1,0,0,3,3,0
-0.46081491,0.179027831,0.383617773,-0.151643365,-0.566949936,-0.409269508,-0.304531366,6,2,2,0,0,0,2,6,3,0
3.77802665,-0.443679482,-1.057041376,-0.341442259,-0.566949936,-0.409269508,-0.304531366,4,1,2,0,0,0,0,5,3,0
2.74186538,-0.443679482,-0.936986447,-0.201998173,-0.566949936,-0.409269508,-0.304531366,5,0,1,0,0,0,0,11,3,1
-0.837600826,-0.050561085,0.503672703,-0.794635539,-0.566949936,-0.409269508,-0.304531366,9,1,1,0,1,0,0,0,3,0
-0.649207868,-0.443679482,-0.336711801,-0.767521411,-0.245352358,-0.409269508,-0.304531366,9,1,1,0,1,1,1,1,3,0
0.010167486,-0.179441746,-0.336711801,1.014264133,-0.245352358,2.806043145,0.236326038,9,1,2,0,1,1,0,0,0,0
1.140525235,-0.22833868,0.743782561,0.437120554,-0.245352358,-0.409269508,-0.304531366,5,1,1,0,1,0,0,0,3,1
-1.120190263,-0.332608963,-1.417206163,-0.848863795,-0.245352358,-0.409269508,-0.304531366,1,2,0,0,0,0,0,5,3,0
1.423114672,-0.443679482,-1.657316022,0.905807621,-0.566949936,-0.409269508,-0.304531366,10,1,1,0,0,0,1,3,3,1
-0.931797305,-0.409354482,-1.297151234,-0.740407283,-0.245352358,1.630444456,0.236326038,4,0,2,0,1,0,0,3,0,0
1.611507631,0.68904552,0.383617773,-0.322075025,-0.566949936,-0.409269508,-0.304531366,4,0,3,0,0,0,0,9,3,0
0.386953402,-0.268168633,-0.57682166,-0.968940647,0.719440377,3.117526558,1.318040847,0,1,0,0,0,0,0,8,1,0
1.234721714,-0.437526888,1.224002277,-0.492506686,-0.245352358,-0.409269508,-0.304531366,0,1,2,0,0,0,0,1,3,0
-1.120190263,-0.457603775,-0.816931518,0.874820047,-0.566949936,-0.409269508,-0.304531366,1,1,0,1,1,0,2,8,3,0
-1.120190263,-0.421983492,1.464112136,0.278309234,-0.245352358,-0.409269508,-0.304531366,10,2,3,0,0,0,0,4,3,0
-1.120190263,-0.302169812,-1.297151234,0.952288983,-0.566949936,0.525180732,0.236326038,4,2,2,0,0,0,0,1,2,1
-0.649207868,-0.543416275,1.704221994,-0.457645664,-0.245352358,-0.409269508,-0.304531366,4,1,2,0,1,0,0,0,3,0
0.763739319,-0.568026652,1.344057206,-0.90309205,-0.566949936,-0.409269508,-0.304531366,10,1,0,0,1,0,2,8,3,0
0.952132277,1.487587503,0.263562844,1.235050602,0.397842799,-0.409269508,-0.304531366,9,0,1,0,1,0,0,9,3,0
0.292756923,-0.420688209,-0.57682166,-0.027693066,-0.245352358,-0.409269508,-0.304531366,3,1,0,0,1,0,0,5,3,0
0.952132277,-0.410002124,-0.816931518,-0.724913496,-0.566949936,-0.409269508,-0.304531366,1,0,1,0,0,0,0,5,3,0
1.328918193,-0.29277901,0.143507915,0.11175102,0.397842799,-0.409269508,-0.304531366,5,1,1,0,0,0,2,6,3,0
-0.837600826,-0.439145992,0.743782561,0.212460638,1.041037955,-0.409269508,-0.304531366,9,1,1,0,0,0,0,1,3,0
0.66954284,-0.470556605,-0.216656872,-0.473139452,0.07624522,-0.409269508,-0.304531366,1,1,0,0,0,0,0,1,3,0
-0.46081491,-0.376972407,-1.297151234,-0.934079625,1.041037955,-0.409269508,-0.304531366,1,2,1,0,1,0,0,8,3,0
-0.084028993,-0.218947878,-1.417206163,-0.624203878,0.397842799,1.570157344,2.399755656,9,1,1,0,1,0,0,3,0,0
0.66954284,1.540370287,-0.096601943,-0.624203878,-0.566949936,-0.409269508,-0.304531366,7,1,1,0,1,0,2,8,3,0
-0.36661843,1.484025475,-1.297151234,3.311218106,-0.566949936,-0.409269508,-0.304531366,9,1,1,0,0,0,0,1,3,0
-0.36661843,-0.436879246,-1.657316022,-0.628077325,-0.566949936,2.323746247,0.777183443,7,2,1,0,1,0,0,3,1,0
0.952132277,-0.443679482,-0.57682166,-0.314328132,-0.245352358,-0.409269508,-0.304531366,9,0,1,0,0,0,0,1,3,0
0.481149881,-0.440765095,0.023452986,0.150485489,0.397842799,-0.409269508,-0.304531366,7,1,1,0,0,0,2,8,3,0
-0.837600826,-0.401582784,1.224002277,0.572691194,-0.245352358,-0.409269508,-0.304531366,1,2,1,1,0,0,2,6,3,0
-0.649207868,0.733408964,1.344057206,-0.736533837,2.00583069,-0.409269508,-0.304531366,4,2,2,0,1,0,2,8,3,0
-1.025993784,-0.443679482,-1.297151234,-0.384050175,-0.245352358,-0.409269508,-0.304531366,9,2,2,0,1,0,0,6,3,1
2.459275943,0.019384198,-0.57682166,0.932921749,-0.245352358,0.51513288,1.318040847,5,1,0,0,0,0,0,4,0,1
-0.837600826,-0.276264152,-1.297151234,1.045251707,-0.566949936,-0.409269508,-0.304531366,1,1,1,0,1,0,2,8,3,0
-0.36661843,1.313695758,0.263562844,-0.221365408,-0.566949936,1.198386819,0.236326038,4,1,0,0,0,0,0,9,0,0
0.104363965,-0.424250237,-1.177096305,0.65016013,0.07624522,-0.409269508,-0.304531366,4,1,2,0,0,0,0,1,3,0
-0.272421951,1.55040873,-0.096601943,-0.461519111,0.719440377,1.05771689,4.563185274,4,2,2,0,1,0,0,0,0,1
0.104363965,-0.443031841,-1.297151234,0.471981576,-0.566949936,-0.409269508,-0.304531366,2,0,2,1,1,0,2,8,3,0
0.198560444,0.291717453,-0.696876589,1.02975792,-0.566949936,-0.409269508,-0.304531366,0,1,1,0,0,0,1,9,3,1
-1.214386742,0.430636558,-1.537261093,0.305423362,0.397842799,-0.409269508,-0.304531366,1,2,1,0,0,0,0,3,3,0
-0.555011389,-0.362076652,-0.936986447,-0.655191453,-0.245352358,-0.409269508,-0.304531366,4,2,2,0,1,0,0,1,3,0
-0.649207868,-0.544711558,-0.816931518,-0.101288556,-0.566949936,-0.409269508,-0.304531366,0,1,1,0,1,0,2,8,3,0
-0.743404347,-0.313179718,1.224002277,-0.558355282,-0.245352358,-0.409269508,-0.304531366,4,1,2,0,1,0,2,8,3,0
-0.36661843,-0.353981133,-0.936986447,0.309296809,-0.245352358,-0.409269508,-0.304531366,1,0,1,0,0,1,0,5,3,0
-1.025993784,-0.366286322,0.263562844,-0.229112301,1.684233112,-0.409269508,-0.304531366,9,1,1,0,1,0,0,1,3,0
-0.837600826,-0.368229246,-1.057041376,-0.252352982,-0.566949936,-0.409269508,-0.304531366,4,1,2,0,1,0,2,8,3,0
0.763739319,1.12620354,-0.45676673,-0.562228729,-0.566949936,-0.409269508,-0.304531366,4,1,1,0,0,0,2,6,3,0
-0.837600826,-0.334875708,-0.936986447,-0.461519111,-0.566949936,-0.409269508,-0.304531366,10,2,2,0,1,0,2,8,3,0
1.70570411,1.97493774,0.743782561,0.11175102,-0.566949936,0.90699911,0.236326038,10,0,1,0,0,0,0,3,0,0
-0.931797305,-0.049913444,-0.936986447,-0.418911196,0.397842799,-0.409269508,-0.304531366,2,1,2,0,0,0,0,1,3,0
-1.308583221,-0.408706841,-0.936986447,-0.453772218,-0.245352358,-0.409269508,-0.304531366,6,2,2,0,0,1,0,5,3,0
-0.272421951,0.023917689,-1.057041376,-0.461519111,-0.245352358,-0.409269508,-0.304531366,4,1,2,0,1,0,0,5,3,0
-0.272421951,-0.443679482,0.503672703,0.960035877,-0.245352358,-0.409269508,-0.304531366,7,1,1,0,1,0,0,0,3,0
-0.178225472,1.205215805,-0.45676673,-0.201998173,-0.245352358,2.906521665,2.940613061,1,1,1,0,1,0,0,8,0,0
-1.308583221,-0.393811086,-0.816931518,-0.906965497,0.719440377,-0.409269508,-0.304531366,10,2,1,0,0,0,1,3,3,0
0.575346361,0.318594576,-0.096601943,0.17372617,-0.566949936,-0.409269508,-0.304531366,0,1,1,0,1,0,2,8,3,0
-0.178225472,0.491191039,-1.057041376,-0.837243454,-0.245352358,-0.409269508,-0.304531366,4,2,3,0,1,0,2,8,3,0
-0.272421951,-0.421012029,1.344057206,-0.36468294,0.397842799,0.525180732,1.858898252,3,0,1,0,0,0,0,4,2,1
0.952132277,-0.342971227,-0.216656872,-0.527367707,-0.245352358,-0.409269508,-0.304531366,4,0,2,0,0,0,1,1,3,0
0.481149881,-0.119858727,0.263562844,-0.628077325,2.649025847,-0.409269508,-0.304531366,3,1,1,0,0,0,0,1,3,0
1.70570411,0.451361086,0.263562844,0.777983876,-0.566949936,0.163458059,1.318040847,4,1,2,0,0,0,0,3,0,0
0.104363965,-0.097838915,0.143507915,-0.728786943,1.684233112,-0.409269508,-0.304531366,2,1,2,0,1,0,2,6,3,0
1.517311152,-0.489014388,1.464112136,0.022661743,-0.245352358,-0.409269508,-0.304531366,0,0,1,0,1,0,2,8,3,0
-0.46081491,-0.441736558,1.344057206,-0.612583538,-0.566949936,3.971593982,0.236326038,9,1,2,0,1,0,0,4,0,0
-0.931797305,-0.09978184,-1.177096305,-0.109035449,-0.566949936,-0.409269508,-0.304531366,7,1,1,0,1,1,0,0,3,0
1.423114672,-0.388629954,-1.297151234,-0.225238854,-0.245352358,2.554846844,1.858898252,9,1,1,0,1,0,0,8,1,0
-0.931797305,-0.359809907,0.383617773,0.11175102,-0.566949936,-0.409269508,-0.304531366,1,2,1,0,1,0,2,8,3,0
-1.308583221,2.783194346,0.743782561,1.564293583,-0.566949936,-0.409269508,-0.304531366,7,2,2,0,1,0,0,5,3,0
0.104363965,0.143083727,1.824276923,-0.674558687,-0.245352358,-0.409269508,-0.304531366,9,1,1,0,1,0,0,5,3,0
-0.084028993,-0.692697643,0.143507915,-0.752027624,-0.566949936,-0.409269508,-0.304531366,0,1,1,0,1,1,0,5,3,0
-1.025993784,0.458161322,0.143507915,1.122720644,-0.566949936,-0.409269508,-0.304531366,4,2,1,0,0,1,0,9,3,0
-1.025993784,-0.111115566,1.344057206,-0.473139452,-0.245352358,0.746233477,0.236326038,0,2,1,0,1,0,0,8,2,0
-0.931797305,-0.408059199,0.623727632,-0.078047875,0.397842799,-0.409269508,-0.304531366,9,2,2,0,0,0,0,1,3,0
-0.743404347,-0.443679482,0.383617773,0.065269658,1.684233112,-0.409269508,-0.304531366,4,0,2,0,1,1,0,1,3,0
-1.025993784,-0.437850709,-0.816931518,0.530083278,-0.566949936,-0.409269508,-0.304531366,1,2,1,0,0,0,2,8,3,0
-0.837600826,-0.337142454,-0.096601943,-0.356936047,0.397842799,-0.409269508,-0.304531366,6,1,1,0,1,0,1,8,3,0
-1.025993784,-0.423602595,0.623727632,-0.705546262,-0.566949936,-0.409269508,-0.304531366,7,2,1,0,1,0,0,9,3,0
-0.272421951,0.947778304,-1.057041376,-0.201998173,-0.245352358,-0.409269508,-0.304531366,0,1,2,0,0,0,0,1,3,1
0.575346361,-0.374705661,-1.777370951,-0.403417409,-0.566949936,-0.409269508,-0.304531366,9,1,2,0,0,0,0,6,3,0
0.386953402,0.022946226,0.263562844,-0.639697666,-0.566949936,0.736185625,0.777183443,9,1,1,0,1,0,0,9,1,0
0.010167486,-0.380858256,-0.45676673,-0.221365408,-0.566949936,-0.409269508,-0.304531366,1,1,0,0,1,0,0,8,3,0
-0.272421951,3.484266282,-0.45676673,0.762490088,-0.245352358,2.896473813,6.726614892,1,2,0,0,1,0,0,8,0,0
-1.025993784,-0.383125001,1.224002277,0.053649318,1.041037955,-0.409269508,-0.304531366,1,1,1,0,1,0,2,8,3,0
1.894097068,-0.415830897,1.103947348,1.475204306,-0.566949936,0.545276436,0.236326038,5,1,1,0,0,0,0,4,2,1
-0.084028993,-0.442384199,1.344057206,-0.43827843,0.07624522,-0.409269508,-0.304531366,9,1,1,1,0,0,0,1,3,0
0.104363965,-0.299579246,-1.297151234,-0.740407283,-0.566949936,-0.409269508,-0.304531366,0,1,1,0,1,0,2,8,3,0
-1.402779701,-0.504557784,0.023452986,-0.232985748,-0.566949936,-0.409269508,-0.304531366,1,2,1,0,0,0,1,5,3,0
-0.837600826,-0.491928775,-1.297151234,-0.639697666,-0.566949936,-0.318838839,0.236326038,4,1,2,0,0,0,0,3,1,0
-0.649207868,-0.420364388,0.383617773,-0.562228729,-0.245352358,-0.409269508,-0.304531366,3,1,2,0,0,0,0,1,3,0
0.104363965,-0.190127831,0.383617773,-0.701672815,-0.245352358,0.886903406,1.318040847,4,1,2,0,1,0,0,9,0,0
-1.49697618,-0.118887265,-0.45676673,0.398386086,-0.566949936,-0.409269508,-0.304531366,8,2,3,0,0,0,0,1,3,1
-1.308583221,-0.405468633,-0.45676673,-0.794635539,-0.566949936,-0.409269508,-0.304531366,7,2,1,0,1,1,2,8,3,0
-0.36661843,-0.443355662,-1.177096305,-0.829496561,-0.245352358,-0.409269508,-0.304531366,1,1,1,0,0,0,2,6,3,0
1.140525235,1.046219814,0.503672703,-0.612583538,0.397842799,-0.409269508,-0.304531366,4,1,1,0,1,0,2,6,3,0
0.010167486,2.181211562,0.383617773,-0.848863795,-0.566949936,-0.409269508,-0.304531366,4,0,2,0,0,0,0,9,3,0
-0.555011389,-0.259425472,0.623727632,0.886440387,0.719440377,-0.409269508,-0.304531366,9,1,1,0,1,0,2,8,3,0
-0.36661843,1.180605427,-0.936986447,-0.538988048,-0.566949936,-0.409269508,-0.304531366,4,1,2,0,0,0,0,1,3,0
1.234721714,0.836060143,-1.177096305,-0.89147171,1.041037955,-0.409269508,-0.304531366,6,0,2,0,0,0,2,6,3,0
-1.49697618,-0.438822171,0.623727632,-0.906965497,0.07624522,-0.409269508,-0.304531366,1,2,0,0,0,0,0,5,3,0
0.010167486,-0.195308963,-1.177096305,-0.209745067,-0.566949936,-0.409269508,-0.304531366,9,1,1,0,1,1,2,8,3,0
0.104363965,-0.125039859,1.584167065,-0.577722516,-0.566949936,-0.409269508,-0.304531366,1,1,0,0,1,0,2,8,3,0
-0.272421951,-0.430079011,-1.057041376,-0.244606089,-0.245352358,-0.409269508,-0.304531366,9,2,1,0,1,0,2,8,3,0
-0.36661843,-0.443679482,0.503672703,-0.58546941,-0.566949936,2.193124171,1.318040847,4,2,2,0,0,0,0,10,1,0
-0.649207868,0.064395283,-0.57682166,-0.422784643,-0.245352358,-0.409269508,-0.304531366,9,1,1,0,0,0,0,1,3,0
0.198560444,0.180323114,0.383617773,-0.755901071,-0.566949936,-0.409269508,-0.304531366,1,1,1,0,1,0,0,9,3,0
0.481149881,-0.443679482,1.464112136,3.644334533,-0.245352358,-0.409269508,-0.304531366,9,0,2,0,0,0,0,4,3,1
-0.931797305,-0.376324765,-0.45676673,4.205984324,1.362635534,-0.409269508,-0.304531366,9,2,2,0,0,0,0,1,3,1
0.292756923,-0.443679482,1.464112136,0.239574766,-0.245352358,-0.409269508,-0.304531366,4,1,2,0,0,0,0,4,3,0
0.292756923,-0.443679482,-0.57682166,-0.566102176,-0.245352358,-0.409269508,-0.304531366,1,1,0,0,0,0,2,6,3,0
-0.46081491,-0.245825001,-0.57682166,-0.51187392,-0.245352358,-0.409269508,-0.304531366,6,1,1,0,0,0,0,5,3,0
-0.272421951,-0.38701085,0.143507915,-0.488633239,-0.245352358,-0.409269508,-0.304531366,7,1,0,0,0,0,2,6,3,0
0.857935798,-0.338113916,-0.57682166,-0.519620814,-0.566949936,3.308435747,0.777183443,0,1,1,0,1,0,0,8,0,0
-0.46081491,-0.398020756,0.86383749,-0.589342857,0.07624522,-0.409269508,-0.304531366,1,1,1,0,1,0,2,8,3,0
-0.649207868,-0.019798113,-0.45676673,0.766363535,-0.245352358,3.258196487,0.236326038,1,1,0,0,1,0,0,8,0,0
-1.402779701,-0.036960613,1.224002277,0.5649443,-0.566949936,-0.409269508,-0.304531366,9,2,1,0,0,0,2,8,3,0
-0.555011389,-0.27982618,1.344057206,-0.442151877,-0.566949936,-0.409269508,-0.304531366,6,1,2,0,0,0,0,0,3,0
-0.46081491,-0.308322406,-0.936986447,-0.395670515,-0.245352358,-0.409269508,-0.304531366,7,0,0,0,1,0,0,8,3,0
0.857935798,-0.461165803,0.983892419,0.987150005,0.07624522,-0.409269508,-0.304531366,1,0,1,0,0,0,0,5,3,0
-0.084028993,-0.216681133,0.263562844,-0.384050175,-0.566949936,-0.409269508,-0.304531366,1,0,1,0,0,0,2,9,3,0
-0.084028993,-0.40838302,0.503672703,0.557197406,6.186599209,-0.409269508,-0.304531366,9,1,1,0,0,0,2,6,3,0
0.763739319,1.292323588,-1.057041376,-0.728786943,-0.566949936,-0.409269508,-0.304531366,0,1,1,0,0,0,0,1,3,0
-0.837600826,2.349598354,-1.057041376,-0.225238854,-0.566949936,1.570157344,0.777183443,0,2,1,0,0,0,0,2,0,0
0.292756923,-0.443679482,1.704221994,-0.678432134,-0.245352358,-0.409269508,-0.304531366,1,1,0,0,1,0,0,5,3,0
-0.743404347,-0.499700473,1.344057206,0.324790596,0.397842799,-0.409269508,-0.304531366,9,2,1,1,0,0,0,1,3,0
-0.272421951,-0.443679482,0.383617773,-0.109035449,-0.566949936,-0.409269508,-0.304531366,1,0,1,0,1,0,0,9,3,0
-0.931797305,-0.284359671,-1.177096305,-0.616456985,-0.566949936,-0.409269508,-0.304531366,1,1,1,0,1,0,0,3,3,0
0.104363965,1.275808729,1.103947348,2.749568315,-0.245352358,0.575419992,1.858898252,4,1,0,0,1,0,0,9,2,1
0.010167486,0.002221698,-0.096601943,-0.569975623,0.397842799,3.328531451,0.777183443,6,1,3,0,1,0,0,8,1,0
0.952132277,-0.372115095,-1.057041376,-0.461519111,0.07624522,-0.409269508,-0.304531366,9,1,1,0,1,0,2,8,3,0
0.104363965,0.123654481,0.023452986,-0.926332731,5.865001631,-0.409269508,-0.304531366,1,1,0,0,1,0,2,6,3,0
-0.272421951,-0.072580896,0.023452986,-0.674558687,-0.566949936,-0.409269508,-0.304531366,1,2,3,0,1,0,2,8,3,0
-0.743404347,0.09289151,1.344057206,0.324790596,0.397842799,-0.409269508,-0.304531366,4,1,2,0,1,0,2,8,3,0
1.423114672,-0.084238444,-1.417206163,2.660479037,-0.245352358,-0.409269508,-0.304531366,10,2,0,0,0,0,0,3,3,1
0.575346361,-0.512653303,1.224002277,-0.349189153,-0.566949936,-0.409269508,-0.304531366,9,2,3,0,1,0,2,8,3,0
-0.084028993,-0.432669577,0.503672703,-0.74428073,0.07624522,-0.409269508,-0.304531366,9,2,1,0,0,0,0,1,3,0
-0.649207868,-0.157745755,0.623727632,1.510065328,-0.566949936,-0.409269508,-0.304531366,9,1,1,0,1,0,2,8,3,0
-1.402779701,-0.446270048,-0.336711801,0.557197406,-0.245352358,-0.409269508,-0.304531366,4,2,2,0,0,0,0,1,3,0
0.386953402,0.123654481,0.503672703,-0.783015199,-0.245352358,-0.409269508,-0.304531366,2,1,2,0,1,1,0,9,3,0
-0.084028993,-0.230605425,-1.417206163,-0.488633239,-0.566949936,-0.409269508,-0.304531366,5,1,0,0,1,0,0,3,3,0
-0.272421951,-1.121436323,-0.816931518,-0.535114601,0.07624522,-0.409269508,-0.304531366,1,0,1,0,1,1,2,5,3,0
-0.555011389,-0.379562973,1.344057206,0.092383786,3.292221004,-0.409269508,-0.304531366,9,1,1,0,0,0,0,1,3,0
0.857935798,2.568177364,-1.057041376,-0.473139452,0.397842799,-0.409269508,-0.304531366,1,1,0,0,1,0,0,5,3,0
-1.214386742,-0.222833727,-1.057041376,-0.693925921,-0.566949936,-0.409269508,-0.304531366,4,2,2,0,1,0,0,8,3,0
-0.36661843,6.790800016,0.143507915,-0.322075025,-0.566949936,-0.409269508,-0.304531366,1,1,1,0,1,0,0,9,3,0
-0.084028993,-0.315122642,0.263562844,-0.80625588,-0.566949936,-0.409269508,-0.304531366,9,1,2,0,0,0,2,6,3,0
-0.931797305,-0.616923586,1.103947348,-0.368556387,-0.566949936,-0.409269508,-0.304531366,1,2,1,1,1,0,0,5,3,0
0.857935798,0.339642925,-0.57682166,0.196966851,-0.566949936,3.037143742,1.318040847,1,1,1,0,1,0,0,8,1,0
-1.025993784,-0.16422217,0.023452986,3.621093852,0.719440377,-0.409269508,-0.304531366,9,2,1,0,1,0,2,8,3,1
-0.46081491,-0.356247878,0.503672703,2.42419878,-0.245352358,-0.409269508,-0.304531366,1,1,1,0,1,1,0,9,3,0
1.70570411,-0.251006133,1.824276923,-0.19425128,1.362635534,-0.409269508,-0.304531366,1,1,0,0,0,0,1,5,3,0
-0.46081491,-0.439469812,-1.537261093,-0.418911196,0.397842799,-0.409269508,-0.304531366,1,1,1,1,0,1,0,3,3,0
0.386953402,-0.443679482,0.383617773,-0.43827843,2.327428269,-0.409269508,-0.304531366,0,1,1,0,0,0,0,1,3,0
0.763739319,-0.338113916,-1.057041376,-0.616456985,-0.245352358,-0.409269508,-0.304531366,0,1,1,0,1,0,2,8,3,0
-0.555011389,0.077348113,1.704221994,0.115624467,0.07624522,-0.409269508,-0.304531366,9,2,1,0,1,0,2,8,3,0
0.575346361,-0.443679482,-1.297151234,-0.519620814,-0.566949936,-0.409269508,-0.304531366,2,0,2,0,0,0,2,6,3,0
2.176686505,0.835736323,1.464112136,-0.480886345,-0.566949936,0.51513288,0.236326038,4,1,2,0,0,0,0,4,2,1
0.763739319,0.129159434,-0.216656872,0.096257233,-0.245352358,-0.409269508,-0.304531366,1,1,2,0,1,0,0,8,3,0
-0.36661843,-0.144469104,-0.816931518,-0.298834344,2.00583069,-0.409269508,-0.304531366,10,1,1,0,1,0,0,3,3,0
0.66954284,-0.306055661,-1.417206163,0.382892299,0.397842799,-0.409269508,-0.304531366,9,1,1,0,1,0,2,6,3,0
